reviewId,content,satisfaction_label
1245c0ee-e824-4c67-a2c7-b1297c3ebbb5,feel like app good complic thing get feedback would love see futur whenev get packag deliv pleas get final address citi state live tucson az doesnt help also live apart complex understand deliv packag challeng up deliveri want leav packag warehous final address would realli help,2
c29d0102-ce56-4905-a98b-67ad00acc287,need abl print order invoic app,1
6e66a564-795c-4c0b-b970-110e4ebbe468,amazon shop number one nice,2
434a6a4e-0c62-4d29-b5d8-1b099edbf48b,constant crash bad ui dark mode support optim fold tablet honestli garbag given much revenu amazon pull reason app one star like amazon,2
c15da637-a994-4905-9ed5-6b0cb2d6a307,everi time end prime membership automat took money cashapp frustat,1
3b6fa8e9-967f-4e75-9cc1-ddd95e10f4fb,amazon go alway,2
16009ed1-94f8-46b1-95d7-b4ea177e1d14,seem block use vpn new behavior mean somethingless secur would chang would need im vulner shop im unabl util secur tool secur fund better go starbux see traffic casino mcdonald homedepottheir free wifi comcast tmobil att verizon would abl track see traffic garbag,2
b2a93bc7-84de-4a30-88b1-772f87b85c2a,much good owner coward oligarch,1
66f1d121-59f5-405b-a49b-cd5809fc0979,serv para nadda,1
740ae780-fda8-4ea4-99cf-67d9368fc0b6,what point pay make sure receiv purchas faster half time delay anyway also transpar pay,0
6424ff91-1ad6-4b15-a0c1-78a1743283fa,think awesom everyth run smooth like,2
d3cde35f-f34b-4457-b522-e7b6afdacd53,amazon best,2
83f612d7-92eb-48f0-bf10-4c7ff7996928,dont bother buy prime day ship lie make sure buy actual brand anoth compani pretend brand,2
8d32419d-947a-4164-9b06-2ad2bd13fed0,overal app need upgrad main reason one star applic optim properli temp su go c scroll applic,1
0322b56a-fdde-4ea3-b529-2325fe765e34,add pictur search like googl len thank,2
2954f5e2-f89a-4282-aa03-4ce23cd342ce,excel,2
3080fadd-48d3-4eef-b591-a00985e5b2d0,wonder compani excel servic,2
12f5b04b-e881-4163-83e9-0212d6915ca4,worst compani deal none speak english dont understand liter put prime membership hold verifi clue ive membership liter year ridicul need way better theyr half time packag get deliv wrong address thing miss dont want replac investig packag,0
baae0420-992a-42f7-a862-1c2e8b1bec77,love shop amazon,2
a48c1ec0-3855-4659-8949-420824aca22a,well done turn phone app bare usabl mess peopl said pop up everi second,0
ab3f7d88-1130-4789-a9fa-1f76c8b40e95,awesom,1
da80bb45-c2ff-43b3-b2fa-ac44755c42c3,wast time app constantli reset close check someth els even second take pic whatev come back reset home page search product chat someth els would nice continu dark mode make spend lot less time app,2
ce80a5b0-8617-4aec-8860-5741d30b78e5,cool app,2
9d969764-436f-407c-8c96-b3d069df2ffb,near everyth order unus due fals advertis biggest scam app centuri,0
c83b50b2-94cf-4232-b30b-44c52df33242,start use amazon got tire ebay deliv packag worst seller,0
ce23f21f-7e92-4494-b394-0811075b5f67,seem recours deliveri driver constantli ignor special instruct deliv packag wrong door,0
522b25bc-fad9-41d2-9b0c-57fb59167760,never known bunch peopl unprofession lazi illiter ignor peopl organ add bibliograph inform book amazon sale almost perfect year ago worst find titl need search lot book relat wrote search box author name written exampl jan christian gertz aka j c gertz silli write jc gertz,1
5d6a76bc-6fb1-49ab-9786-6d7691ff21c6,dispis bezo howev love amazon great servic great experi,2
91f21e67-8cb9-4261-aabd-defdb2a5ebb5,terribl custom servic anti consum around,0
bf9fdb42-9919-4741-b104-5e40c5d0b692,incred busi run store shop cloth gift brand want everyth fingertip,2
04d0e8ae-045f-4f49-b275-724c2ef0231e,alway pleasur shop find everyth need fairli reason price,1
4da2b79c-c305-48b4-9d14-4ba7ace91459,week nonstop wrong info custom support wast time tri get issu figur get fix wait refund suppos arriv amazon account awhil ago drop rate star im highli disappoint recent amazon experi use compani quit frequent custom servic biggest problem compani main reason discontinu membership,0
c69e4ccd-06c9-4182-8335-36f50a0c33af,live rural small town lot small town drama social anxieti also brain tumor creat slew medic problem there good select stuff buy town amazon make dont go deal small town drama constantli stress social anxieti im sick due brain tumor dont go much select im shop citi,0
ff3bedbb-0d09-4ed2-a38a-2d5945221c41,order dollar batteri give stuff order tri return batteri wont give money back label everyth crazi son birthday come wont listen whatev talk,1
0ac93da7-72df-4797-b7bf-1b4fb627b328,someon name kayla tri hack profil relat disturb dont know call contact anyon name ever close far neither grade schoolcolleg,0
dc4c6a03-bc0d-4a46-95f7-60b86cff09bc,qualiti servic declin order undeliv deliv wrong address refund issu month say day theyr requir deliveri code wont get charg time start support brick mortar busi,0
02f1255c-7c0b-4871-922e-2f8e51e78351,terribl,1
e6e16252-aa20-4730-a0b8-e2d5ec220194,dont deliv like say told tuesday wednesday thursday see today dont give date,0
81b77b5b-1d95-4aac-b8e2-c2c41eebb212,deliveri time never say pay prime deliv time,2
4cc9abfa-05a4-466f-a385-bdaceaba7d1c,show us tariff cost,1
199a18ed-4ab5-499e-89a7-140c59e4c2b1,frequent import packag delay option provid cant get time would like abl cancel get refund there realli notnmych conveni amazon despit sell point packag cant get certain date dont tell check honest realist instead pmo,0
512fd5e6-ba8a-4759-a182-3c1a7d377133,far good like shop,2
82d733e0-2cb5-4f0d-bbdb-8011ccda900f,ive never subscrib tri unsubcrib pleas help,2
17500973-cc0e-4f18-9311-8941ea806998,despit biggest scam go expens essenti need chair cabin fli bag im rural without econom infrastructur therefor deliveri method circumst im write updat custom servic via app function glitch third parti deliveri methodsfail deliveri app softwar issu freez custom servic prompttab kink chain current updat hint rufu ai run googl fail direct concis without spec conclus result,0
581042c4-a471-4dbf-89cc-81cec1af7fb8,straight forward,2
780203d3-d839-4cc1-9859-750c2c1e5633,last month android app longer work pixel pro open amazon locker despit permiss enabl make imposs retriev packag bar code pin option need wife use iphon liter function unus,2
c6d2bbbc-5154-4807-a878-4ed805639601,wont let renam someth shorter look stupid,0
d149f6b4-f9d7-4fd9-b74b-7c50fd7604a2,anyth want probabl got get today order earli enough,2
2aeada1f-1d94-4e0e-b275-e0e2038299bd,thank amaz offer,2
62db0984-bc33-4a02-a5b7-0f4bcb7b1755,still havent receiv refund close account april th april th anyon els go thru issu dont order anyth say ship amazon sold someon els make sure sold ship amazon third parti seller tri say refund even packag lost differ state u live hold money like week,2
c981ca46-bc09-42fe-8da5-3742fdec97f0,disappoint,0
23aa81f5-77b5-4770-b1ef-b9be7f295f80,ive never seen app didnt want app one scroll aw list page lag horribl smoothli scroll swipe realli fast kinda negat whole brows thing page load give error page dog take edg littl henc star amount sponsor list make imposs find anyth your look eat short bezo make good app,0
98ff1d41-d68e-47a5-b244-e5bc7fa3a1cd,use year start crash everi time open app fix ps would realli love dark mode,2
84953c0d-62bd-44cd-857d-7d01e05c2eff,keep get email amazon amazon account,2
cf144422-77f9-4af2-aa69-ebfb9bfbbf8c,app super awesom cheap iadvi,2
e64b6daa-7a50-47da-8830-d10a5dc991d9,thiev took money card tri say declin tri charg second time call lawyer,1
62c9b8e9-ddbd-45e6-b621-dceef3026463,best app,2
ed72d1db-0015-48dc-a744-3475420b761f,chrome book let met download app,1
3bec2c12-780c-4458-80ae-899a014b77b0,amazon egypt worst return experi,0
fdbf0c89-f8ff-4a29-90ac-42dd3814380d,someon hack account purchas worth stuff wont cancel refund never use compani reccomend,2
b8303197-f125-45ee-bf2d-4ed6d3c8cedd,便利だし都市生活の不可欠なアプリ応援する,1
eddeca2b-68d3-4097-8936-a48a5b77d40b,هو حلو بس مش بيخليني اعمل اوردر,1
ac377de3-a50c-408d-927b-cce962f27280,love amazon go onlin shop love may hiccup deliveri human technolog perfect,2
903a6b4e-45e9-4469-aa65-ac7ba12115fa,nice easi,2
bf148bc5-0ad3-4fff-a7e1-72f3a1dcdb04,بجد اسوء نسخه امازون نسخه مصر خدمه عملاء لا يبفهمو شئ وإهمال كبير جدا في المخازن وسوء الارتجاع بسبب بعض البائيعن الحراميه انا النهارده انتصب عليا عليا بسسب إهمال المندوب جنيه بسبب إهمال المخازن اتمني من مالك امازون وخدمه العملاء بيقولوا الغلط من المندوب والمندوب بيقول خدمه العملاء انهارده كلمتهم قالولي بكره انت بتتحذف المن system أتمني أن المالك يرجعلي الفلوس لأن الكلام ده ميلقيش بشركه كبيره زي ديه,1
ec28658d-80c2-4778-997d-072b673068d8,would give app star hand function well major downsid someon sever limit vision still way appli dark modenot even forc dark mode develop set bare see anyth black text white background took minut look someth taken gave fairli massiv headach eye strain almost feel like will contempt,2
871c17af-0e27-4edb-87d8-40ef3697f26f,show us tariff cost coward,0
a256e0ae-266f-4a74-94fe-1be5e5aa2f27,deliveri servic get wors time,1
9d55175e-e27f-444d-8950-4d4f22af5c47,alert amazon fraud account bank alert fact amazon account hack noth attempt close amazon account actual refus even though outstand debt alert financi inform payment method share,2
98877af5-a27a-4bf6-9f12-6fc68189062c,best deliveri app,2
00b1d909-0a3a-41af-b714-c888e139822d,wonder shop experi,1
23dbaec7-a11e-4fa5-947c-140b2b61993c,basic ebay mani phone refurbish first phone disgust even touch second expect pay less refurbish phone mean use proven issu need fix issu chang individu phone prime filter doesnt work sign without membership cant look review without sign specif cant look bad review without sign,0
196da529-6b43-4d61-81f6-cf2ab579192f,way shop item didnt tarrif us custom mayb option search filter,1
986c6874-0541-421f-8ce4-98465ca51017,amaz star,1
91fbaa4c-3ae9-4d25-aec0-466ea465aec4,take order deliv,1
62fa89e0-7d03-468d-93e5-35d1ba395920,everyth go good nowher lock account random phone number that even mine get wont anyth im disappoint amazon,2
230bb86a-8134-47b4-9043-163ae08c70a6,awesom,1
d9ea1a29-773e-46ec-97f5-93c2cc460ec3,star philipinpini star baremica,1
d58aea41-cd6b-46a8-9dd1-ffd7a6b2eb74,full accountsignin problem cant even use visa gift card without account place hold way mani issu app gener one thing that incorrectinvalid suspici anoth wouldnt recommend hate technicaldevic problem,0
c81ea48a-084e-480a-b044-25d216a81399,work great least expect suddenli switch amazon saudi arabiaim california,2
89f7f543-ae88-47e4-847f-8391c8ab64a8,order tv idk mani time either way tv still im broke took money never sent tv,0
091c8b8e-e6d0-4c1e-b6e6-6a30b074b882,servic great wk ago order thing wait day say deliveri progress cancel later day packag disappear im refund disappoint im order wait receiv dont need amaz babysit money need provid product ive sit hour said stop stop track dont know seem bit weird,0
7ff317d1-f072-4eab-9536-86b0a363f621,love amazon shop best shop experi ever star,2
c25317e2-9d67-47fb-956e-682b4856d818,dont leav everyth u ask em,1
78a79078-c149-4735-9ffd-383e0233542c,someth wrong app entir order histori along list everyth seem disappear still regular internet browser app,0
75076e1b-dc9c-41f3-aa38-81696f048898,great servic use subscrib save item use continu great dont need due defer,2
e11bf8c6-36f9-4e4b-9b94-ba9e23c6483e,best that ill say,2
865f137c-c9b1-4654-afb7-118329bb216d,pleas open app pakistan,1
33535460-0d29-48dc-9179-79f22dd71614,app unabl display tile,1
19e88d37-11c3-4d0c-9056-1bd34ccfaf82,great experi,2
146b30e2-293d-4eb5-b14e-fa2b3e4efe6a,question ethic gave transpar show money actual go,1
bfeba9b1-0866-41d1-9673-a8eb9eb0f7f3,stop ask rate app,0
37533166-980a-44b4-98c8-7c7aa734d554,dark mode pleas app freak bright,1
eeef3d65-2a98-438a-b822-f1ac4707c192,amazon deliv wrong box hous didnt give order refund suck,0
d32f94c2-f89a-460b-a739-9eccffdef130,best,2
12090406-c504-4dd2-bd2b-cfe15c56fb99,far favorit shop app im sure other well buy almost anyth even food prescript everyth els brain could think purchas,2
e0e60123-bb63-4548-ac17-bc67070ae932,let buy anyth piss,0
39601269-4479-4947-a271-ab5095d8e727,star review packag delay long,0
fa6c1c38-6ee1-4d78-8990-742824160146,save googl pay method payment prime membership cant chang add card like everi app,2
cb9de758-4c85-4a0a-9804-1c38e123f4e5,ui design paid make app least intuit possibl code hidden,1
8749b349-a20e-495d-925d-896c6033e303,love book order alway book want,2
b072d046-7cb1-4d36-a0cf-c31eb4e77e84,good,2
ea2067b7-e210-497f-a32e-8caff0b7d8b3,cant find anyth wrong app,2
e12c281e-7255-4a7e-a8e7-f8cd035dcda8,im frustrat long take payment withdrawn take day caus cycl declin amazon would pull money order place wouldnt issu,2
99c601eb-e4b5-4cfe-a7f5-2d74f841cdaf,love app good everyth conveni scale definit day,2
f7a3751e-8164-4b68-af82-2cf1b220e840,new veriti card suck,0
618f9b2e-592b-4d63-835a-a4ef53a49f37,accustom amazon year sign account say send code email work want send text messag phone think may block past imposs log,0
a1c7eb45-7209-4f75-aaba-3d7e3695e428,amazon best,2
e58ca7b6-0555-4168-9411-a07e9297a02d,alway great,2
1bab0a70-feed-4aa6-8f65-d2af984308a5,custom servic cheat clint,0
414afca2-03d5-4237-ab81-7457baf918b9,zero star liter cant even explain hell app put never order amazon,2
adca4794-0cac-492b-a6a4-ff50eaee1a55,impress bad search function full chines scammer amazon primari distributor base point,1
70102a6f-be64-4af3-a907-64266f3933c1,colisprivebelureallywhi bad choic deliv stuff,0
5a318e44-a47c-46f5-b1aa-805d181cf858,user interfac terribl make incred hard find inform cancel order deliv promis timefram,0
85597f6f-a172-4f96-9ff5-3eef5e1f2bf9,love simpl easi plenti choos extrem competit price,2
e732c2ae-f100-44e1-b38b-183e0ec2a105,great app make shop simpl,2
59b8cd46-5662-4abe-8267-2dcd04c98a6b,alway pleas either amazon purchas alway expens though,2
0f753d46-4419-41e9-85ee-c9fbc6e20b78,deliveri late time amazon driver arent deliv packag deliv anoth address arent cant review product spend certain amount use debit credit card plu meet guidelin order someth packag poorli came crush didnt want hear isnt friendli peopl keep credit debit card lock use dont charg purchas,2
ded9a14f-0ad2-4e2d-baf0-be206465b41e,come amazon know dont expect much back tariff cost display us consum chicken,2
4b512870-a3ad-4b0c-8f1a-35fa5d220fc5,good product,2
af06ed69-6ca9-4566-b76a-0f323da09ffa,way mani intrus popup cant even see half list damn cart one pop show anoth tinier one pop absolut ridicul,0
2b1d2144-f9f1-4a87-8170-f9c176355e21,excel,2
3c59306b-f6a2-4e9c-be00-30f985b52d65,good,2
34ef9da0-5947-4257-97ca-2169b69fe24d,app ot seem quit good im see review bit confus person amaz other problem star,2
98d2f640-cabb-4ef3-ae01-4eb3a65c2bcf,lack price transpar,0
8307243c-bd3c-47a4-be1d-2f17e9c1cb43,im bout amazon ive return thing late dont advertis driver dont follow deliveri instruct ive thing deliv wrong apart feel review fake alot vendor ive troubl pay prime membership onlin call suppos done hear hour later still noth cant even use prime moment smh definit seem go,0
6a1d06f9-74ae-4dad-b682-81589133b3e3,slowconstantli error hard access support lose support window easili,0
3b4c9805-cf3b-41f2-afa3-92f59947307a,good see lot product everyday life,2
1106df7e-7c10-4b24-8091-056032171a1a,hate new interfac use got notif packag app would open directli detail packag take main shop page hit profil pictur order figur order got notif account button doesnt even end cant turn add notif anymor super annoy sloppiest updat ever fix sinc new version,0
e654b207-3e97-4058-ab02-87b211d0f273,app caus phone get super hot app slow take forev load take like minut longer one item page load ridicul updat app still slow,2
95a60786-2bd0-43d3-aba0-b20b6813ec6d,year qualiti went way ship time longer longer next day ship realli rare area day im encount much week longer deliveri time item deliveri time hit usp fed ex etc level seem membership useless,0
f77bf0c9-05af-4b98-8aba-b6c7def51c6c,get updat tell much tariff rasi price,1
1808cde3-39f2-4206-a2e5-fa7ae147ecc6,price increas without transpar show impact tariff,1
8cbe0184-72ae-40e4-a2f7-bc627a814bed,expens postag much,1
6e89c3a4-2cff-4be0-93c3-170a18380932,good,2
0b5287c3-5250-4359-8777-ddb08b148bfd,amazon constantli guarante overnight deliveri delay scammi thing like make compani hate,0
6e6a851e-a582-49d5-aa8c-872aed2a36a7,far work well,2
6dd3c3bb-bd7f-4d31-82e6-f1eb5a9dcd97,app becom heavi slow latest updat,1
2d7a6135-33f9-453b-8d49-55b1d481288e,would pay money watch ad,0
51269427-7914-4218-8ef3-af8cc95eb49e,price dramat increas explan assum compani price goug sinc there explan,1
a080fad8-398b-49bf-9657-d2d82fb5299e,love shop amazon alway find need,2
755184d5-cab0-40ae-9c4f-08f601dc5585,want shop easi anymor,2
fa49b55a-3a12-4ccc-a7fb-e1c591f415f2,شركه مش محترمه خدمه عملاء رديئة والله العظيم عن تجربة كذا مرة دى مش شركة كويسة وحاجتها مش كويسة واسعارها مش كويسة خاااالص بيضحكوا ع الناس وحاجه فى منتهى قله الزوق وحق الاسترجاع مش بيعملوة الا بمزاجهم حقك ضايع مع شركة امازون,1
49cd10b3-9293-4bbc-b1dd-09c1b4d4b366,difficult monopolist tyrant run crimin organ make chang better everi time go use app get block unnecessari popup unnecessari popup serious dont even get start constant demand yall countless attempt use forc use push custom sign prime use amazon mayb twice year also feel like slime ball,2
e73a6dc8-4f11-4890-84d3-9675ea4ac331,great love shopp,2
7ad5885e-ab9c-494b-aafb-606ee897282f,zero transpar,1
4f8b7c55-03dd-459f-ae90-99d8942e6d69,prime membership pay,0
f39dd9ec-5b24-4d98-90bb-699c67000716,goodi buy time,1
5d0914df-0a54-48a0-aeeb-568cdcd025d0,line item breakdown tarif item price,1
c5b2b9df-46d5-4f6f-bcf6-4b6236dcf39e,app function howev im cancel prime take busi elsewher due constant ship issu use never problem im finish,2
a3d51ab7-9289-43d2-abe4-03e12f5c957d,compani gift exploit,2
c58f8f62-9ad5-4464-a961-a538d1be3d27,wont show tarrif price,1
72f15d5c-96ce-454e-bbec-b1d405efbd75,alway find,1
e6af8f79-6540-4783-9fd0-f0ea43599ece,fast easi,1
1ff029f7-4877-4221-b052-4b91958cea5b,goto shop love day deliveri,2
9986de20-994a-44bc-9b95-5de727040cbc,bad experi amazon india make suffer falt custum relat staff understand genuin complaint rectif,0
1de21efc-a606-49dc-951a-944d27693832,good sureviei,2
3c6cb0f4-d99b-4efc-8685-225c364bd4ef,suddenli reason cancel order bad servic fix problem asap,0
41a0f4fb-aa71-4225-8382-d774616aa60e,jeff bezo care money live,2
15e454df-1223-4582-8b78-ad556ca8aa4b,garbag cant sign keep lock,1
683d7144-423e-4724-8314-9ef002a20c93,definit prefer takealot even expens ive never dissapoint,1
30a17498-bc15-4360-ac52-66104edb4f8c,time favourit place shop,1
9bf1e6e9-59aa-4a56-9e42-457e0a6cbf4e,great app,2
4a6d127b-2129-41f1-b362-f575c541e019,türkiyed şube açınca müdürleri türk olunca pazar malı kalitesin düştüler ikinci el çakma yırtık kutulu outlet ürünler yeni gibi satılıyor burada uzak durun derim hepsiburada trendyol bu kadar kalitesiz ürün göndermiyor amazon türkiy çöplük oldu,2
37c9e94e-8e31-4817-9073-6909a963422e,good product,2
2e031ae3-1367-4588-b239-9c823be83e23,great dont allowusagetru line code improv cutom retent saftey compani,2
b8ec6499-d5f5-4d30-8cad-807f21be38a1,show price increas due totariff hate app play video without permiss influenc talk product advertis video make want shop amazon new list layout step backward take step get actual list,0
28ff2a11-981c-4fb6-9b73-74fee36561da,pleas show us tariff varianc soon possibl,1
ad8aec05-abfc-4790-855b-4ee40ac9f017,notif day liter notifi everi hour random rubbish websit send email everi purchas prime run im delet app im sick hear,0
9114c44b-e75c-4630-9cee-3b3487e695b7,get star make filter american made product,1
42149144-2464-4c78-bcbe-d3f8dc3c2c3c,enjoy,2
1725e57f-9e6c-4aed-83fd-a58700973cf4,affidabil,1
6f5cfd28-0c64-42a6-9ce3-90bce84faf2a,give amazon day stop charg tariff apolog inconveni ill cancel account,0
c146af24-0833-490c-b764-1c57b434430a,find almost anyth want amazon site,2
4ffbf41d-5bc7-43ad-a9e7-a8dc0364c1e8,amaz user friendli fair price,2
697a2908-e89b-4793-9283-bee8efaca08e,rare buy agre hole amazon thing howev thing got good enough,2
85b53020-3202-4af8-ab39-271312e65cd3,good,2
463d4482-f092-4ad4-a0e1-4e477d5d112d,pay amazon prime ship day im notic longer wait time weekswhi pay prime that new standard order next item dont receiv with day im cancel zero valu updat improv sinc,0
65934933-ef5e-48ce-aca0-602f219a2663,show tariff price,1
da7fb073-a8f7-42c9-a97d-5ba8c4d8163f,boycot,1
da38f0cb-92a6-4107-88ed-bd5a1b478a92,terribl wont let log custom support,2
3e9b0091-dd86-4dfb-89b3-e5f58233c88e,worth pay prime sinc dont get day second day deliveri product discount pay subscript amazon servic client lie make buy someth experi amazon scammer amazon client servic promis adjust price samsung galaxi make shop big lie,2
8d336837-3c7b-4700-bd02-28345f2fce3e,show tariff,1
f156c451-49a3-42ef-8e31-18138a6d7444,bought prime dollar month forgot took dollar tell still spend money,1
008735fe-86af-4729-916d-515a23f6fa80,still star want know much ill pay tariff,0
b96ee409-1058-445b-9727-bf937ee7fcf0,close mom pop shop conveni,1
aa44cf0f-5f12-4511-b1f4-cf25d3ddbf8f,cant even make account suspici activ even though first time use app dont vpn,1
a18040da-0457-44db-a9c5-959dfb736b32,love amazon,2
2cf5f8be-456c-4a78-be7f-5dfb2e88d5d7,like soooo much,2
73ec9da4-e39b-4f57-b9e8-f2fa8fe038f2,lack transpar price inform doesnt indic much increas item price due tariff,0
7cb6731c-03cf-4237-a50f-8a1cb2100e74,amazon unwil srmtand right let us know part price due tariff leav littl respect compani oligarch surpris realiti wish someth els use,2
719546fa-9b24-4a78-ba3c-0c814fb86c14,want search product made usa there tab search product made usa like where option buy product produc made unit state america,2
d39670fe-2ae3-4ee4-a0a1-8d53665c8cb8,good except one thing everi time leav app second like answer text whatev amazon app forget like middl read review look particular item start complet scratch includ tri find item id think buy almost like amazon doesnt want peopl buy anyth site,2
7d25e009-d3f0-4719-a7f7-761f6555f151,good,2
791ecd0c-d975-42e8-b0b1-5bf9e0e54428,chines affili compani done chines garbag sell app uninstal done amazon,2
92f5ebfa-6f5a-416f-be6f-358d2c1c22b3,wonder,1
444c8c37-d2da-43a6-b994-7a1310ba9413,good bad problem stall peopl mani sometim hove focu doesnt full moneyget away horizon custom,0
917f4ba6-746e-466a-a10f-c1a8bc74f405,use app see full item breakdown exactli much pay tax tariff everi item,0
e2781813-bc6d-44d4-8dbb-523002d70add,nice,2
8064233a-67fc-4bd2-a223-1959e733d83b,coward tell show truth,0
01148886-c3cc-4aed-ba64-d37656e3a072,excel servic,2
413acbbe-9659-4740-a07c-95b6668f05c3,updat amazon app amazon wish list got delet cant get back add delet whole wish list lot stuff recov wish list,2
51e23513-0e84-4a2f-9633-a6d1648bf466,amazon offer next day deliveri appar make happen order someth day said arriv tomorrow havent even receiv packag yet go offer next day deliveri dont follow,2
d99af00b-91db-45a5-826c-df3636aeb6a6,curiou tap instruct procedur verifi transact virtual payment becom secur inclus displac option email backdoor secur allow structur,2
8c11ea73-2d5c-486c-879e-ebc1a4a8c07c,love shop amazon,2
7cc6b7b4-ef0c-44dd-b377-f99bc6619a5f,amazon conveni stuck plan show tarrif impact price tarrif inflat sinc tarrif fact tax,0
162a0dcc-7dc5-4b10-9b0b-7a6c89be79cb,terribl custom servic,1
a24b51f6-4498-4bfb-b0eb-254cc5d7d81d,super,2
de15354d-6841-4b57-a494-ee5e66704207,someon log account made order use gift card unaccept strong password step verif authent app,2
61986f13-bb37-47a2-b125-bfd810169ad4,good websit need buy item bulk cant get due mobil issu,2
ce9efbf0-efa9-4bd6-a8af-3aaee705d36b,amazon easi work,2
63906dc5-ee7d-457b-b339-562fbe464928,excel custom servic prompt deliveri easi order process,2
298df0ac-a4b4-4eb1-b29a-deeab529411e,good amazon shop love,2
e2138565-aae3-4170-92e7-b600e0e5a358,would realli like see along million american built filter show product made america ty,2
2917ff65-389a-4129-8cc0-5efd5e4a5148,includ breakdown tariff place good,2
3301dc8c-f131-4117-a409-cc8e504d16aa,wait refund three week cmon billionair compani need refund,1
1fc29208-c185-437b-b00f-9571b57a214d,easi shop compar,1
b5ec8627-5e7b-4aa4-8c30-e21c6b1db592,edit never mind alreadi cave one phone call classic bend knee bezo sinc addit ad tarrif transpar product feel slightli less guilti shop amazon,2
